CdCommune;LbCommune;StCommune;DateCreationCommune;DateMajCommune;CdComiteBassin;NumCircAdminBassin;CdEuDistrict;CdBassinDCE
Numéro de la commune;Nom de la Commune;StCommune;DateCreationCommune;DateMajCommune;Code du comité de bassin;Numéro de la circonscription de bassin;Code européen du district hydrographique;Code du bassin DCE
"14353";"LANDES-SUR-AJON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14354";"LANGRUNE-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14355";"LANTHEUIL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14357";"LASSY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14358";"LÉAUPARTIE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14359";"LÉCAUDE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14360";"LEFFARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14362";"LESSARD-ET-LE-CHÊNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14364";"LINGÈVRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14365";"LION-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14366";"LISIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14367";"LISON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14368";"LISORES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14369";"LITTEAU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14370";"LE MOLAY-LITTRY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14371";"LIVAROT-PAYS-D'AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14372";"LIVRY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14373";"LE LOCHEUR";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14374";"LES LOGES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14375";"LES LOGES-SAULCES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14376";"LONGRAYE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14377";"LONGUES-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14378";"LONGUEVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14379";"LONGVILLERS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14380";"LOUCELLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14381";"LOUVAGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14382";"LOUVIÈRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14383";"LOUVIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14384";"LUC-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14385";"MAGNY-EN-BESSIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14386";"MAGNY-LA-CAMPAGNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14387";"MAGNY-LE-FREULE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14389";"MAISONCELLES-PELVEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14390";"MAISONCELLES-SUR-AJON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14391";"MAISONS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14393";"MAIZET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14394";"MAIZIÈRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14396";"MALTOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14397";"MANDEVILLE-EN-BESSIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14398";"MANERBE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14399";"MANNEVILLE-LA-PIPARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14400";"LE MANOIR";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14401";"MANVIEUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14402";"LE MARAIS-LA-CHAPELLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14403";"MAROLLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14404";"MARTAINVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14405";"MARTIGNY-SUR-L'ANTE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14406";"MARTRAGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14407";"MATHIEU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14408";"MAY-SUR-ORNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14409";"MERVILLE-FRANCEVILLE-PLAGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14410";"MÉRY-CORBON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14411";"MESLAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14412";"LE MESNIL-AU-GRAIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14413";"LE MESNIL-AUZOUF";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14415";"LE MESNIL-BENOIST";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14416";"LE MESNIL-CAUSSOIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14417";"MESNIL-CLINCHAMPS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14419";"LE MESNIL-EUDES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14421";"LE MESNIL-GUILLAUME";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14422";"LE MESNIL-MAUGER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14423";"LE MESNIL-PATRY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14424";"LE MESNIL-ROBERT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14425";"LE MESNIL-SIMON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14426";"LE MESNIL-SUR-BLANGY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14427";"LE MESNIL-VILLEMENT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14430";"MEUVAINES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14431";"MÉZIDON-CANON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14433";"MITTOIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14435";"LES MONCEAUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14436";"MONCEAUX-EN-BESSIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14437";"MONDEVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14438";"MONDRAINVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14439";"MONFRÉVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14444";"MONTEILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14445";"MONTFIQUET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14446";"MONTIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14448";"MONTREUIL-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14449";"MONTS-EN-BESSIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14450";"MONTVIETTE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14452";"MORTEAUX-COULIBŒUF";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14453";"MOSLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14454";"MOUEN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14455";"MOULINES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14456";"MOULT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14457";"LES MOUTIERS-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14458";"LES MOUTIERS-EN-CINGLAIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14460";"MOYAUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14461";"MUTRÉCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14462";"NEUILLY-LA-FORÊT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14465";"NONANT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14466";"NOROLLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14467";"NORON-L'ABBAYE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14468";"NORON-LA-POTERIE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14469";"NORREY-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14472";"L'OUDON";"Validé";"2016-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14473";"NOTRE-DAME-DE-LIVAYE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14474";"NOTRE-DAME-D'ESTRÉES-CORBON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14475";"NOYERS-MISSY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14476";"OLENDON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14477";"ONDEFONTAINE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14478";"ORBEC";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14480";"OSMANVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14481";"LES OUBEAUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14482";"OUÉZY";"Validé";"2006-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14483";"OUFFIÈRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14484";"OUILLY-DU-HOULEY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14486";"OUILLY-LE-TESSON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14487";"OUILLY-LE-VICOMTE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14488";"OUISTREHAM";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14489";"OUVILLE-LA-BIEN-TOURNÉE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14491";"PARFOURU-SUR-ODON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14492";"PENNEDEPIE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14493";"PERCY-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14494";"PÉRIERS-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14495";"PÉRIERS-SUR-LE-DAN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14496";"PÉRIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14497";"PERRIÈRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14498";"PERTHEVILLE-NERS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14499";"PETIVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14500";"PIERREFITTE-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14501";"PIERREFITTE-EN-CINGLAIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14502";"PIERREPONT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14504";"LE PIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14505";"PLACY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14506";"PLANQUERY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14508";"LE PLESSIS-GRIMOULT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14509";"PLUMETOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14510";"LA POMMERAYE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14511";"PONT-BELLANGER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14512";"PONTÉCOULANT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14513";"PONT-FARCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14514";"PONT-L'ÉVÊQUE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14515";"PORT-EN-BESSIN-HUPPAIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14516";"POTIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14517";"POUSSY-LA-CAMPAGNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14519";"PRÉAUX-BOCAGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14520";"LE PRÉ-D'AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14522";"PRÊTREVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14524";"PUTOT-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14525";"PUTOT-EN-BESSIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14527";"BIÉVILLE-QUÉTIÉVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14528";"QUETTEVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14529";"RANCHY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14530";"RANVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14531";"RAPILLY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14533";"REPENTIGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14534";"REUX";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14535";"REVIERS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14536";"LA RIVIÈRE-SAINT-SAUVEUR";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14538";"ROCQUANCOURT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14540";"ROCQUES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14541";"LA ROQUE-BAIGNARD";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14542";"ROSEL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14543";"ROTS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14544";"ROUCAMPS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14546";"ROUVRES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14547";"RUBERCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14548";"RUCQUEVILLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14550";"RUMESNIL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14551";"RUSSY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14552";"RYES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14554";"SAINT-AIGNAN-DE-CRAMESNIL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14555";"SAINT-ANDRÉ-D'HÉBERTOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14556";"SAINT-ANDRÉ-SUR-ORNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14557";"SAINT-ARNOULT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14558";"SAINT-AUBIN-D'ARQUENAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14559";"SAINT-AUBIN-DES-BOIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14562";"SAINT-AUBIN-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14563";"SAINT-BENOÎT-D'HÉBERTOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14565";"SAINT-CÔME-DE-FRESNÉ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14566";"SAINT-CONTEST";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14568";"SAINTE-CROIX-GRAND-TONNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14569";"SAINTE-CROIX-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14570";"VALORBIQUET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14571";"SAINT-DENIS-DE-MAILLOC";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14572";"SAINT-DENIS-DE-MÉRÉ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14574";"SAINT-DÉSIR";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14575";"SAINT-ÉTIENNE-LA-THILLAYE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14576";"VAL-DE-VIE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14577";"SAINT-GABRIEL-BRÉCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14578";"SAINT-GATIEN-DES-BOIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14579";"SEULLINE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14580";"SAINT-GEORGES-EN-AUGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14581";"SAINT-GERMAIN-D'ECTOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14582";"SAINT-GERMAIN-DE-LIVET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14586";"SAINT-GERMAIN-DU-PERT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14587";"SAINT-GERMAIN-LA-BLANCHE-HERBE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14588";"SAINT-GERMAIN-LANGOT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14589";"SAINT-GERMAIN-LE-VASSON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14590";"SAINTE-HONORINE-DE-DUCY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14591";"SAINTE-HONORINE-DES-PERTES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14592";"SAINTE-HONORINE-DU-FAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14593";"SAINT-HYMER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14595";"SAINT-JEAN-DE-LIVET";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14596";"SAINT-JEAN-DES-ESSARTIERS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14597";"SAINT-JEAN-LE-BLANC";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14598";"SAINT-JOUIN";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14600";"SAINT-JULIEN-LE-FAUCON";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14601";"SAINT-JULIEN-SUR-CALONNE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14602";"SAINT-LAMBERT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14603";"SAINT-LAURENT-DE-CONDEL";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14604";"SAINT-LAURENT-DU-MONT";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14605";"SAINT-LAURENT-SUR-MER";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14606";"SAINT-LÉGER-DUBOSQ";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14607";"SAINT-LOUET-SUR-SEULLES";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14608";"SAINT-LOUP-DE-FRIBOIS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14609";"SAINT-LOUP-HORS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14610";"SAINT-MANVIEU-NORREY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14611";"SAINT-MANVIEU-BOCAGE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14613";"SAINT-MARCOUF";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14614";"SAINTE-MARGUERITE-D'ELLE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14616";"SAINTE-MARGUERITE-DE-VIETTE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14619";"SAINTE-MARIE-OUTRE-L'EAU";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14620";"SAINT-MARTIN-AUX-CHARTRAINS";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14621";"SAINT-MARTIN-DE-BIENFAITE-LA-CRESSONNIÈRE";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14622";"SAINT-MARTIN-DE-BLAGNY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
"14623";"SAINT-MARTIN-DE-FONTENAY";"Validé";"2002-01-01";"2016-01-01T00:00:00";"FR000003";"03";"EU31";"H"
